"entrez_id","gene_symbol","pathway"
"4047","LSS","Steroid_biosynthesis"
"50814","NSDHL","Steroid_biosynthesis"
"51478","HSD17B7","Steroid_biosynthesis"
"6307","MSMO1","Steroid_biosynthesis"
"6309","SC5D","Steroid_biosynthesis"
"6646","SOAT1","Steroid_biosynthesis"
"6713","SQLE","Steroid_biosynthesis"
"7108","TM7SF2","Steroid_biosynthesis"
"8435","SOAT2","Steroid_biosynthesis"
"100861540","CYP3A7-CYP3A51P","Steroid_hormone_biosynthesis"
"10720","UGT2B11","Steroid_hormone_biosynthesis"
"10941","UGT2A1","Steroid_hormone_biosynthesis"
"1109","AKR1C4","Steroid_hormone_biosynthesis"
"1312","COMT","Steroid_hormone_biosynthesis"
"1543","CYP1A1","Steroid_hormone_biosynthesis"
"1544","CYP1A2","Steroid_hormone_biosynthesis"
"1545","CYP1B1","Steroid_hormone_biosynthesis"
"1551","CYP3A7","Steroid_hormone_biosynthesis"
"1571","CYP2E1","Steroid_hormone_biosynthesis"
"1576","CYP3A4","Steroid_hormone_biosynthesis"
"1577","CYP3A5","Steroid_hormone_biosynthesis"
"1581","CYP7A1","Steroid_hormone_biosynthesis"
"1583","CYP11A1","Steroid_hormone_biosynthesis"
"1584","CYP11B1","Steroid_hormone_biosynthesis"
"1585","CYP11B2","Steroid_hormone_biosynthesis"
"1586","CYP17A1","Steroid_hormone_biosynthesis"
"1588","CYP19A1","Steroid_hormone_biosynthesis"
"1589","CYP21A2","Steroid_hormone_biosynthesis"
"1645","AKR1C1","Steroid_hormone_biosynthesis"
"1646","AKR1C2","Steroid_hormone_biosynthesis"
"220074","LRTOMT","Steroid_hormone_biosynthesis"
"3283","HSD3B1","Steroid_hormone_biosynthesis"
"3284","HSD3B2","Steroid_hormone_biosynthesis"
"3290","HSD11B1","Steroid_hormone_biosynthesis"
"3291","HSD11B2","Steroid_hormone_biosynthesis"
"3292","HSD17B1","Steroid_hormone_biosynthesis"
"3293","HSD17B3","Steroid_hormone_biosynthesis"
"3294","HSD17B2","Steroid_hormone_biosynthesis"
"340811","AKR1C8","Steroid_hormone_biosynthesis"
"374875","HSD11B1L","Steroid_hormone_biosynthesis"
"412","STS","Steroid_hormone_biosynthesis"
"51144","HSD17B12","Steroid_hormone_biosynthesis"
"51170","HSD17B11","Steroid_hormone_biosynthesis"
"51478","HSD17B7","Steroid_hormone_biosynthesis"
"54490","UGT2B28","Steroid_hormone_biosynthesis"
"54575","UGT1A10","Steroid_hormone_biosynthesis"
"54576","UGT1A8","Steroid_hormone_biosynthesis"
"54577","UGT1A7","Steroid_hormone_biosynthesis"
"54578","UGT1A6","Steroid_hormone_biosynthesis"
"54579","UGT1A5","Steroid_hormone_biosynthesis"
"54600","UGT1A9","Steroid_hormone_biosynthesis"
"54657","UGT1A4","Steroid_hormone_biosynthesis"
"54658","UGT1A1","Steroid_hormone_biosynthesis"
"54659","UGT1A3","Steroid_hormone_biosynthesis"
"574537","UGT2A2","Steroid_hormone_biosynthesis"
"6715","SRD5A1","Steroid_hormone_biosynthesis"
"6716","SRD5A2","Steroid_hormone_biosynthesis"
"6718","AKR1D1","Steroid_hormone_biosynthesis"
"6783","SULT1E1","Steroid_hormone_biosynthesis"
"6820","SULT2B1","Steroid_hormone_biosynthesis"
"7363","UGT2B4","Steroid_hormone_biosynthesis"
"7364","UGT2B7","Steroid_hormone_biosynthesis"
"7365","UGT2B10","Steroid_hormone_biosynthesis"
"7366","UGT2B15","Steroid_hormone_biosynthesis"
"7367","UGT2B17","Steroid_hormone_biosynthesis"
"79154","DHRS11","Steroid_hormone_biosynthesis"
"7923","HSD17B8","Steroid_hormone_biosynthesis"
"79644","SRD5A3","Steroid_hormone_biosynthesis"
"79799","UGT2A3","Steroid_hormone_biosynthesis"
"8630","HSD17B6","Steroid_hormone_biosynthesis"
"8644","AKR1C3","Steroid_hormone_biosynthesis"
"9420","CYP7B1","Steroid_hormone_biosynthesis"
"100532726","NDUFC2-KCTD14","Oxidative_phosphorylation"
"10063","COX17","Oxidative_phosphorylation"
"101927180","LOC101927180","Oxidative_phosphorylation"
"10312","TCIRG1","Oxidative_phosphorylation"
"10476","ATP5PD","Oxidative_phosphorylation"
"10632","ATP5MG","Oxidative_phosphorylation"
"107984365","LOC107984365","Oxidative_phosphorylation"
"10975","UQCR11","Oxidative_phosphorylation"
"124901481","LOC124901481","Oxidative_phosphorylation"
"125965","COX6B2","Oxidative_phosphorylation"
"126328","NDUFA11","Oxidative_phosphorylation"
"127124","ATP6V1G3","Oxidative_phosphorylation"
"1327","COX4I1","Oxidative_phosphorylation"
"1329","COX5B","Oxidative_phosphorylation"
"1337","COX6A1","Oxidative_phosphorylation"
"1339","COX6A2","Oxidative_phosphorylation"
"1340","COX6B1","Oxidative_phosphorylation"
"1345","COX6C","Oxidative_phosphorylation"
"1346","COX7A1","Oxidative_phosphorylation"
"1347","COX7A2","Oxidative_phosphorylation"
"1349","COX7B","Oxidative_phosphorylation"
"1350","COX7C","Oxidative_phosphorylation"
"1351","COX8A","Oxidative_phosphorylation"
"1352","COX10","Oxidative_phosphorylation"
"1353","COX11","Oxidative_phosphorylation"
"1355","COX15","Oxidative_phosphorylation"
"1537","CYC1","Oxidative_phosphorylation"
"155066","ATP6V0E2","Oxidative_phosphorylation"
"170712","COX7B2","Oxidative_phosphorylation"
"23545","ATP6V0A2","Oxidative_phosphorylation"
"245972","ATP6V0D2","Oxidative_phosphorylation"
"245973","ATP6V1C2","Oxidative_phosphorylation"
"267020","ATP5MGL","Oxidative_phosphorylation"
"27068","PPA2","Oxidative_phosphorylation"
"27089","UQCRQ","Oxidative_phosphorylation"
"29796","UQCR10","Oxidative_phosphorylation"
"341947","COX8C","Oxidative_phosphorylation"
"374291","NDUFS7","Oxidative_phosphorylation"
"440567","UQCRHL","Oxidative_phosphorylation"
"4508","ATP6","Oxidative_phosphorylation"
"4509","ATP8","Oxidative_phosphorylation"
"4512","COX1","Oxidative_phosphorylation"
"4513","COX2","Oxidative_phosphorylation"
"4514","COX3","Oxidative_phosphorylation"
"4519","CYTB","Oxidative_phosphorylation"
"4535","ND1","Oxidative_phosphorylation"
"4536","ND2","Oxidative_phosphorylation"
"4537","ND3","Oxidative_phosphorylation"
"4538","ND4","Oxidative_phosphorylation"
"4539","ND4L","Oxidative_phosphorylation"
"4540","ND5","Oxidative_phosphorylation"
"4541","ND6","Oxidative_phosphorylation"
"4694","NDUFA1","Oxidative_phosphorylation"
"4695","NDUFA2","Oxidative_phosphorylation"
"4696","NDUFA3","Oxidative_phosphorylation"
"4697","NDUFA4","Oxidative_phosphorylation"
"4698","NDUFA5","Oxidative_phosphorylation"
"4700","NDUFA6","Oxidative_phosphorylation"
"4701","NDUFA7","Oxidative_phosphorylation"
"4702","NDUFA8","Oxidative_phosphorylation"
"4704","NDUFA9","Oxidative_phosphorylation"
"4705","NDUFA10","Oxidative_phosphorylation"
"4706","NDUFAB1","Oxidative_phosphorylation"
"4707","NDUFB1","Oxidative_phosphorylation"
"4708","NDUFB2","Oxidative_phosphorylation"
"4709","NDUFB3","Oxidative_phosphorylation"
"4710","NDUFB4","Oxidative_phosphorylation"
"4711","NDUFB5","Oxidative_phosphorylation"
"4712","NDUFB6","Oxidative_phosphorylation"
"4713","NDUFB7","Oxidative_phosphorylation"
"4714","NDUFB8","Oxidative_phosphorylation"
"4715","NDUFB9","Oxidative_phosphorylation"
"4716","NDUFB10","Oxidative_phosphorylation"
"4717","NDUFC1","Oxidative_phosphorylation"
"4718","NDUFC2","Oxidative_phosphorylation"
"4719","NDUFS1","Oxidative_phosphorylation"
"4720","NDUFS2","Oxidative_phosphorylation"
"4722","NDUFS3","Oxidative_phosphorylation"
"4723","NDUFV1","Oxidative_phosphorylation"
"4724","NDUFS4","Oxidative_phosphorylation"
"4725","NDUFS5","Oxidative_phosphorylation"
"4726","NDUFS6","Oxidative_phosphorylation"
"4728","NDUFS8","Oxidative_phosphorylation"
"4729","NDUFV2","Oxidative_phosphorylation"
"4731","NDUFV3","Oxidative_phosphorylation"
"479","ATP12A","Oxidative_phosphorylation"
"495","ATP4A","Oxidative_phosphorylation"
"496","ATP4B","Oxidative_phosphorylation"
"498","ATP5F1A","Oxidative_phosphorylation"
"506","ATP5F1B","Oxidative_phosphorylation"
"50617","ATP6V0A4","Oxidative_phosphorylation"
"509","ATP5F1C","Oxidative_phosphorylation"
"51079","NDUFA13","Oxidative_phosphorylation"
"513","ATP5F1D","Oxidative_phosphorylation"
"51382","ATP6V1D","Oxidative_phosphorylation"
"514","ATP5F1E","Oxidative_phosphorylation"
"515","ATP5PB","Oxidative_phosphorylation"
"516","ATP5MC1","Oxidative_phosphorylation"
"51606","ATP6V1H","Oxidative_phosphorylation"
"517","ATP5MC2","Oxidative_phosphorylation"
"518","ATP5MC3","Oxidative_phosphorylation"
"521","ATP5ME","Oxidative_phosphorylation"
"522","ATP5PF","Oxidative_phosphorylation"
"523","ATP6V1A","Oxidative_phosphorylation"
"525","ATP6V1B1","Oxidative_phosphorylation"
"526","ATP6V1B2","Oxidative_phosphorylation"
"527","ATP6V0C","Oxidative_phosphorylation"
"528","ATP6V1C1","Oxidative_phosphorylation"
"529","ATP6V1E1","Oxidative_phosphorylation"
"533","ATP6V0B","Oxidative_phosphorylation"
"534","ATP6V1G2","Oxidative_phosphorylation"
"535","ATP6V0A1","Oxidative_phosphorylation"
"537","ATP6AP1","Oxidative_phosphorylation"
"539","ATP5PO","Oxidative_phosphorylation"
"54205","CYCS","Oxidative_phosphorylation"
"54539","NDUFB11","Oxidative_phosphorylation"
"5464","PPA1","Oxidative_phosphorylation"
"55967","NDUFA12","Oxidative_phosphorylation"
"56901","NDUFA4L2","Oxidative_phosphorylation"
"6389","SDHA","Oxidative_phosphorylation"
"6390","SDHB","Oxidative_phosphorylation"
"6391","SDHC","Oxidative_phosphorylation"
"6392","SDHD","Oxidative_phosphorylation"
"64077","LHPP","Oxidative_phosphorylation"
"7381","UQCRB","Oxidative_phosphorylation"
"7384","UQCRC1","Oxidative_phosphorylation"
"7385","UQCRC2","Oxidative_phosphorylation"
"7386","UQCRFS1","Oxidative_phosphorylation"
"7388","UQCRH","Oxidative_phosphorylation"
"84701","COX4I2","Oxidative_phosphorylation"
"8992","ATP6V0E1","Oxidative_phosphorylation"
"90423","ATP6V1E2","Oxidative_phosphorylation"
"9114","ATP6V0D1","Oxidative_phosphorylation"
"9167","COX7A2L","Oxidative_phosphorylation"
"9296","ATP6V1F","Oxidative_phosphorylation"
"9377","COX5A","Oxidative_phosphorylation"
"9550","ATP6V1G1","Oxidative_phosphorylation"
"9551","ATP5MF","Oxidative_phosphorylation"
"10229","COQ7","Ubiquinone_biosynthesis"
"154807","VKORC1L1","Ubiquinone_biosynthesis"
"1728","NQO1","Ubiquinone_biosynthesis"
"2677","GGCX","Ubiquinone_biosynthesis"
"27235","COQ2","Ubiquinone_biosynthesis"
"3242","HPD","Ubiquinone_biosynthesis"
"51004","COQ6","Ubiquinone_biosynthesis"
"51117","COQ4","Ubiquinone_biosynthesis"
"51805","COQ3","Ubiquinone_biosynthesis"
"6898","TAT","Ubiquinone_biosynthesis"
"79001","VKORC1","Ubiquinone_biosynthesis"
"84274","COQ5","Ubiquinone_biosynthesis"
"11019","LIAS","Lipoic_acid_metabolism"
"116285","ACSM1","Lipoic_acid_metabolism"
"124908081","LOC124908081","Lipoic_acid_metabolism"
"1629","DBT","Lipoic_acid_metabolism"
"1737","DLAT","Lipoic_acid_metabolism"
"1738","DLD","Lipoic_acid_metabolism"
"1743","DLST","Lipoic_acid_metabolism"
"2653","GCSH","Lipoic_acid_metabolism"
"2731","GLDC","Lipoic_acid_metabolism"
"275","AMT","Lipoic_acid_metabolism"
"387787","LIPT2","Lipoic_acid_metabolism"
"4967","OGDH","Lipoic_acid_metabolism"
"5160","PDHA1","Lipoic_acid_metabolism"
"51601","LIPT1","Lipoic_acid_metabolism"
"5161","PDHA2","Lipoic_acid_metabolism"
"5162","PDHB","Lipoic_acid_metabolism"
"55526","DHTKD1","Lipoic_acid_metabolism"
"55753","OGDHL","Lipoic_acid_metabolism"
"593","BCKDHA","Lipoic_acid_metabolism"
"594","BCKDHB","Lipoic_acid_metabolism"
"122481","AK7","Thiamine_metabolism"
"158067","AK8","Thiamine_metabolism"
"203","AK1","Thiamine_metabolism"
"204","AK2","Thiamine_metabolism"
"205","AK4","Thiamine_metabolism"
"248","ALPI","Thiamine_metabolism"
"249","ALPL","Thiamine_metabolism"
"250","ALPP","Thiamine_metabolism"
"251","ALPG","Thiamine_metabolism"
"26289","AK5","Thiamine_metabolism"
"27010","TPK1","Thiamine_metabolism"
"52","ACP1","Thiamine_metabolism"
"79178","THTPA","Thiamine_metabolism"
"84284","NTPCR","Thiamine_metabolism"
"9054","NFS1","Thiamine_metabolism"
"1806","DPYD","Pantothenate_CoA"
"1807","DPYS","Pantothenate_CoA"
"217","ALDH2","Pantothenate_CoA"
"219","ALDH1B1","Pantothenate_CoA"
"224","ALDH3A2","Pantothenate_CoA"
"339896","GADL1","Pantothenate_CoA"
"51380","CSAD","Pantothenate_CoA"
"5167","ENPP1","Pantothenate_CoA"
"5169","ENPP3","Pantothenate_CoA"
"51733","UPB1","Pantothenate_CoA"
"53354","PANK1","Pantothenate_CoA"
"586","BCAT1","Pantothenate_CoA"
"587","BCAT2","Pantothenate_CoA"
"60490","PPCDC","Pantothenate_CoA"
"60496","AASDHPPT","Pantothenate_CoA"
"79646","PANK3","Pantothenate_CoA"
"79717","PPCS","Pantothenate_CoA"
"80025","PANK2","Pantothenate_CoA"
"80347","COASY","Pantothenate_CoA"
"8875","VNN2","Pantothenate_CoA"
"8876","VNN1","Pantothenate_CoA"
"10243","GPHN","Folate_biosynthesis"
"121278","TPH2","Folate_biosynthesis"
"1719","DHFR","Folate_biosynthesis"
"200895","DHFR2","Folate_biosynthesis"
"231","AKR1B1","Folate_biosynthesis"
"2356","FPGS","Folate_biosynthesis"
"248","ALPI","Folate_biosynthesis"
"249","ALPL","Folate_biosynthesis"
"250","ALPP","Folate_biosynthesis"
"251","ALPG","Folate_biosynthesis"
"2643","GCH1","Folate_biosynthesis"
"340811","AKR1C8","Folate_biosynthesis"
"4337","MOCS1","Folate_biosynthesis"
"4338","MOCS2","Folate_biosynthesis"
"441282","AKR1B15","Folate_biosynthesis"
"5053","PAH","Folate_biosynthesis"
"5092","PCBD1","Folate_biosynthesis"
"55034","MOCOS","Folate_biosynthesis"
"57016","AKR1B10","Folate_biosynthesis"
"5805","PTS","Folate_biosynthesis"
"5860","QDPR","Folate_biosynthesis"
"6697","SPR","Folate_biosynthesis"
"7054","TH","Folate_biosynthesis"
"7166","TPH1","Folate_biosynthesis"
"84105","PCBD2","Folate_biosynthesis"
"8644","AKR1C3","Folate_biosynthesis"
"873","CBR1","Folate_biosynthesis"
"8836","GGH","Folate_biosynthesis"
"100528021","ST20-MTHFS","One_carbon_pool_by_folate"
"102724560","LOC102724560","One_carbon_pool_by_folate"
"10588","MTHFS","One_carbon_pool_by_folate"
"10768","AHCYL1","One_carbon_pool_by_folate"
"10797","MTHFD2","One_carbon_pool_by_folate"
"10840","ALDH1L1","One_carbon_pool_by_folate"
"10841","FTCD","One_carbon_pool_by_folate"
"124908081","LOC124908081","One_carbon_pool_by_folate"
"1491","CTH","One_carbon_pool_by_folate"
"160428","ALDH1L2","One_carbon_pool_by_folate"
"1719","DHFR","One_carbon_pool_by_folate"
"1738","DLD","One_carbon_pool_by_folate"
"1757","SARDH","One_carbon_pool_by_folate"
"191","AHCY","One_carbon_pool_by_folate"
"200895","DHFR2","One_carbon_pool_by_folate"
"23382","AHCYL2","One_carbon_pool_by_folate"
"23743","BHMT2","One_carbon_pool_by_folate"
"25902","MTHFD1L","One_carbon_pool_by_folate"
"2618","GART","One_carbon_pool_by_folate"
"2653","GCSH","One_carbon_pool_by_folate"
"27232","GNMT","One_carbon_pool_by_folate"
"2731","GLDC","One_carbon_pool_by_folate"
"27430","MAT2B","One_carbon_pool_by_folate"
"275","AMT","One_carbon_pool_by_folate"
"29958","DMGDH","One_carbon_pool_by_folate"
"4143","MAT1A","One_carbon_pool_by_folate"
"4144","MAT2A","One_carbon_pool_by_folate"
"441024","MTHFD2L","One_carbon_pool_by_folate"
"4522","MTHFD1","One_carbon_pool_by_folate"
"4524","MTHFR","One_carbon_pool_by_folate"
"4548","MTR","One_carbon_pool_by_folate"
"471","ATIC","One_carbon_pool_by_folate"
"501","ALDH7A1","One_carbon_pool_by_folate"
"55349","CHDH","One_carbon_pool_by_folate"
"635","BHMT","One_carbon_pool_by_folate"
"6470","SHMT1","One_carbon_pool_by_folate"
"6472","SHMT2","One_carbon_pool_by_folate"
"7298","TYMS","One_carbon_pool_by_folate"
"875","CBS","One_carbon_pool_by_folate"
